Video Time,Commenter,Time,Comment,cleaned_comment,cluster
,Root android,,আগের দেশ সংস্কার পরা নির্বাচন,আগের দেশ সংস্কার পরা নির্বাচন,3
,sohail shikder,,5 vosr,5 vosr,2
,Abu saiyd,,গন হারে গ্ৰেপতার বন্ধ করতে উপদেষ্টা পরিষদের কাছে অনুরোধ করছি,গন হারে গ্ৰেপতার বন্ধ করতে উপদেষ্টা পরিষদের কাছে অনুরোধ করছি,0
,Jobaida Bagom,,আসসালামু আলাইকুম,আসসালামু আলাইকুম,1
,ইসলামি মিডিয়া,,পিয়ার পদ্ধতিতে নির্বাচন চাই আমরা,পিয়ার পদ্ধতিতে নির্বাচন চাই আমরা,0
,Md Kanun,,batper uonos,batper uonos,2
,shahel miah,,নির্বাচন পরে আগে সংস্কার।,নির্বাচন পরে আগে সংস্কার,3
,Ripon P,,স্বৈরাচারের দোসরদের পদত্যাগ চাই,স্বৈরাচারের দোসরদের পদত্যাগ চাই,0
,Jason Abid,,অগণতান্ত্রিক সরকার দেখতে চাই না,অগণতান্ত্রিক সরকার দেখতে চাই না,0
,Nurul Islam,,Bank Sector to be improved immediately,bank sector to be improved immediately,2
,Sheikh Mubashwir,,আগে সংস্কার পরে নির্বাচন,আগে সংস্কার পরে নির্বাচন,3
,FR mini Vloger,,আলহামদুলিল্লাহ আমরা হিরার মতো সরকার পেয়েছি,আলহামদুলিল্লাহ আমরা হিরার মতো সরকার পেয়েছি,1
,Dip kunda,,BAL er sathe sathe Hijbutider keo bangla charte hobe,bal er sathe sathe hijbutider keo bangla charte hobe,2
,MD Samun,,এই মুহূর্তে আইন-শৃঙ্খলা কে আরো কঠিন হওয়া উচিত। এখনো অনেক অপরাধ হচ্ছে আইনের আওতায় আনা হোক,এই মুহূর্তে আইন শৃঙ্খলা কে আরো কঠিন হওয়া উচিত এখনো অনেক অপরাধ হচ্ছে আইনের আওতায় আনা হোক,3
,Bahar Telicome,,সংখ্যা অনুপাতে নির্বাচন চাই,সংখ্যা অনুপাতে নির্বাচন চাই,0
,হৃদয়ের শ্বপ্ন,,জয় বাংলা জয় বাংলা জয়,জয় বাংলা জয় বাংলা জয়,4
,Farzana akter,,জয় বাংলা,জয় বাংলা,4
,MD.Rafsan Islam,,আপনার মতো একজন ভালো লোক সব সময় সরকার হিসেবে দরকার,আপনার মতো একজন ভালো লোক সব সময় সরকার হিসেবে দরকার,1
,Frp Lock,,andolone somoy Jader arthik vabe khotigrostho hoiche Dokan market poraiya deoya hoyechilo tader satheo jogajog koren help Koren,andolone somoy jader arthik vabe khotigrostho hoiche dokan market poraiya deoya hoyechilo tader satheo jogajog koren help koren,2
,Shipon Ahmed,,Dod idle time pass,dod idle time pass,2
,Kawser Khan,,আমরা উন্নত দেশের মানুষ হতে চাই সম্মান আমরা আমাদের মতো করে বাচতে চাই আরও চাই ড.মোহাম্মদ ইউনুস কে জেনো জাতির জনক হোক এমন কি করেন,আমরা উন্নত দেশের মানুষ হতে চাই সম্মান আমরা আমাদের মতো করে বাচতে চাই আরও চাই ড মোহাম্মদ ইউনুস কে জেনো জাতির জনক হোক এমন কি করেন,0
,Technical Bd,,ইতিহাসের ফালতু উপদেষ্টা ইউনুস,ইতিহাসের ফালতু উপদেষ্টা ইউনুস,0
,sazzad shawon,,"stap down yonus,",stap down yonus,2
,Md Tariku,,"এক সরকার নয় বার বার,,, ,,,,,,,,,,,,,,,,,, তারুণ্যের বাংলাদেশ দরকার",এক সরকার নয় বার বার তারুণ্যের বাংলাদেশ দরকার,3
,Farjana Kabir,,"বিতর্কিত লোকদের উপদেষ্টা পরিষদের পদ থেকে অপসারণ করুন । ব্যাংকিং খাতের দিকে নজর দিন , দূর্বল ব্যাংক গুলোকে সহায়তা দিয়ে জনগণের টাকা নিরাপদে রাখতে সহযোগিতা করুন ।",বিতর্কিত লোকদের উপদেষ্টা পরিষদের পদ থেকে অপসারণ করুন ব্যাংকিং খাতের দিকে নজর দিন দূর্বল ব্যাংক গুলোকে সহায়তা দিয়ে জনগণের টাকা নিরাপদে রাখতে সহযোগিতা করুন,3
,Dada Vai,,Stepdown Younus,stepdown younus,2
,FOOTBALLS CORNER BD,,আগে দেশ সংস্কার পরে নির্বাচন,আগে দেশ সংস্কার পরে নির্বাচন,3
,Emanur Rahaman,,বউ ব্যবসায়ী ফারুকীর পদত্যাগ চাই,বউ ব্যবসায়ী ফারুকীর পদত্যাগ চাই,0
,laptop laptop,,"We are always sapport ,from sylhet ,as a student",we are always sapport from sylhet as a student,2
,Anas islam Apon,,বেকারত্ব মুক্ত বাংলাদেশ চাই,বেকারত্ব মুক্ত বাংলাদেশ চাই,3
,Tuffatur Redwan,,5 bochor chai,5 bochor chai,2
,MD DELUAR HUSSAIN RASEL,,ফারুকীর পদত্যাগ চাই,ফারুকীর পদত্যাগ চাই,0
,Muhibul Islam,,অনেক ধন্যবাদ সার সবার মতা মত নেয়া ভাল,অনেক ধন্যবাদ সার সবার মতা মত নেয়া ভাল,3
,Ferdous,,নির্বাচন পরে হবে,নির্বাচন পরে হবে,3
,Masud Rana,,রাষ্ট্র সংষ্কার চাই চাই চাই।,রাষ্ট্র সংষ্কার চাই চাই চাই,0
,Sohad Hasan,,এখন সংস্কার ছাড়া নির্বাচন ভাই,এখন সংস্কার ছাড়া নির্বাচন ভাই,0
,Helal Khondokar,,আপনাকে আরও ৫ বছর চাই,আপনাকে আরও ৫ বছর চাই,2
,Md Johirul,,ইসলামি আন্দোলন বাংলাদেশ জিন্দাবাদ,ইসলামি আন্দোলন বাংলাদেশ জিন্দাবাদ,3
,Prince Khan,,আমি চাই আপনি দেশ ত্যাগ করেন,আমি চাই আপনি দেশ ত্যাগ করেন,3
,Arif Islam,,এরা দ্রুত নির্বাচন চাই লুটপাট করবে এই কারণে নির্বাচন দেওয়া হবে না সংস্কারের প্রয়োজন আছে,এরা দ্রুত নির্বাচন চাই লুটপাট করবে এই কারণে নির্বাচন দেওয়া হবে না সংস্কারের প্রয়োজন আছে,3
,Md Omor b.r.s,,স্যার ফারুকীর পদত্যগ চাই,স্যার ফারুকীর পদত্যগ চাই,0
,Wahedul Alam,,আরও পাচ বৎসর পর নির্বাচন হোক,আরও পাচ বৎসর পর নির্বাচন হোক,0
,Mahmud Riaz,,অনেক সুন্দর,অনেক সুন্দর,2
,Minal Momanin,,এটা তাহলে কোন জাতির উদ্দেশ্যে ভাষণ দিচ্ছেন তিনি? মুসলিম জাতি?,এটা তাহলে কোন জাতির উদ্দেশ্যে ভাষণ দিচ্ছেন তিনি মুসলিম জাতি,3
,Hazi Abul Bashar,,"সংস্কার না হওয়া পর্যন্ত কোন নির্বাচন নয়। যারা নির্বাচনের জন্য তাড়াহুড়ো করছে, তারা ভয় পাচ্ছে, যদি সংস্কার হয়ে যায় তাহলে,আর দুর্নীতি করতে পারবে না।",সংস্কার না হওয়া পর্যন্ত কোন নির্বাচন নয় যারা নির্বাচনের জন্য তাড়াহুড়ো করছে তারা ভয় পাচ্ছে যদি সংস্কার হয়ে যায় তাহলে আর দুর্নীতি করতে পারবে না,3
,Md nurulislam,,ড ইউনুস সাহেব আপনে ৫ বছর থাকেন,ড ইউনুস সাহেব আপনে ৫ বছর থাকেন,3
,Monirul Islam,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,mamun tasin,,no election,no election,2
,Md Sumon,,হুমম,হুমম,1
,sk sovon,,জয় বাংলা বাংলাদেশ জিন্দাবাদ নারায়ে তাকবীর আল্লাহু আকবার,জয় বাংলা বাংলাদেশ জিন্দাবাদ নারায়ে তাকবীর আল্লাহু আকবার,3
,lipi akterla,,ইউনুস সরকার ১০ বছর দরকার,ইউনুস সরকার ১০ বছর দরকার,2
,ReShMi,,right sir,right sir,2
,Shahida Jahan,,4r,4r,2
,Taff Himm,,আগে সংস্কার,আগে সংস্কার,0
,bokhtiar men'z,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,Sakib Hossen,,হারপিকলীগ,হারপিকলীগ,1
,Mr Rakibul,,আমার আমাদের নিরাপত্তা চাই,আমার আমাদের নিরাপত্তা চাই,0
,Monir Mahmud 2.9,,আগে সংস্কার করতে হবে নাহয় বাংলার ১৮ কোটি মানুষ আবার হোঁচট খেতে পারে,আগে সংস্কার করতে হবে নাহয় বাংলার ১৮ কোটি মানুষ আবার হোঁচট খেতে পারে,3
,Masud Rana,,apni poth charer sir ..,apni poth charer sir,2
,Ripon P,,স্বৈরাচারের দোসরদের পদত্যাগ,স্বৈরাচারের দোসরদের পদত্যাগ,0
,sohel ahamed,,নৌকার ১ % মানুষ পোদায় না,নৌকার ১ মানুষ পোদায় না,3
,Abdul Barek Duranto,,"আমরা এখন নির্বাচন চাইনা। আমরা যথাযথ সংস্কার চাই। আমরা সাধারণ মানুষ , আমরা শুধু নির্বাচন এর জন্য আন্দোলন করি নাই।",আমরা এখন নির্বাচন চাইনা আমরা যথাযথ সংস্কার চাই আমরা সাধারণ মানুষ আমরা শুধু নির্বাচন এর জন্য আন্দোলন করি নাই,3
,suhag roy,,জয় শ্রী রাম,জয় শ্রী রাম,3
,Mahiya Sultana,,ফারুকির পদত্যাগ চাই,ফারুকির পদত্যাগ চাই,0
,Bd Solders,,সঠিক কথা,সঠিক কথা,2
,Habibur Rahman,,পিআর পদ্ধতির নির্বাচন চাই,পিআর পদ্ধতির নির্বাচন চাই,0
,Rakib Islam,,নৌকা আর ধানের শীষ দুই সাপের একই বিষ ইসলামি দল চাই,নৌকা আর ধানের শীষ দুই সাপের একই বিষ ইসলামি দল চাই,0
,K.m.shakil Khondokar,,"সুন্দর বক্তব্য,,,,",সুন্দর বক্তব্য,2
,Jamal Hossain,,জেলাগুলোতে এখনো পুলিশ লীগ রয়ে গেছে,জেলাগুলোতে এখনো পুলিশ লীগ রয়ে গেছে,1
,Bd Solders,,আগে সংস্করণ,আগে সংস্করণ,2
,Sazzad Hossain,,আপনারা কি জন্য বসে আছেন আপনারা কোন সিন্ডিকেট ভাঙতে পারেন না আপনারা হাসিনার চেয়েও খারাপ,আপনারা কি জন্য বসে আছেন আপনারা কোন সিন্ডিকেট ভাঙতে পারেন না আপনারা হাসিনার চেয়েও খারাপ,3
,Shofi Ahmed Munna,,সংস্কার আগে প্রয়োজন,সংস্কার আগে প্রয়োজন,3
,Vision.2024-Aug,,আগে সংস্কার পরে নির্বাচন,আগে সংস্কার পরে নির্বাচন,3
,Rock N Star Biplob,,Good job,good job,2
,Sohad Hasan,,লাইফটা কেটে কেটে দিচ্ছে,লাইফটা কেটে কেটে দিচ্ছে,0
,shashanka,,সংস্কারের নামে মুলা কমিটি,সংস্কারের নামে মুলা কমিটি,3
,shamim hasan,,আগে সংস্কার পরে নির্বাচন,আগে সংস্কার পরে নির্বাচন,3
,Sajon Kumar,,গরিবের কথা বলেন,গরিবের কথা বলেন,2
,HABIBUR RHAMAN SANTO,,right,right,2
,Arif Islam,,সুষ্ঠু নির্বাচন হবে অস্কারের প্রয়োজন আছে পাঁচ বছর থাকেন অফিসার,সুষ্ঠু নির্বাচন হবে অস্কারের প্রয়োজন আছে পাঁচ বছর থাকেন অফিসার,0
,Nahid Hassan,,কিসের নির্বাচন। আগে দেশ সংস্কার তারপর নির্বাচন।,কিসের নির্বাচন আগে দেশ সংস্কার তারপর নির্বাচন,3
,Md Haron Mia,,ধন্যবাদ।,ধন্যবাদ,2
,Prince Khan,,যমুনা হলুদ টিভি,যমুনা হলুদ টিভি,2
,Dulal Gazi,,আলহামদুলিল্লাহ আল্লাহ ভরসা,আলহামদুলিল্লাহ আল্লাহ ভরসা,1
,Md Altaf,,আগে রাষ্ট্র সংস্কার তারপরে নির্বাচন দিন স্যার,আগে রাষ্ট্র সংস্কার তারপরে নির্বাচন দিন স্যার,3
,Farzana akter,,তোদের কপালে যে কি আছে আল্লাহ ই ভালো জানে,তোদের কপালে যে কি আছে আল্লাহ ই ভালো জানে,1
,RASEL,,500 tk 30 minutes,500 tk 30 minutes,2
,Rony Khan,,সুদখোর সুদ খেয়ে শেষ করে দিচ্ছে,সুদখোর সুদ খেয়ে শেষ করে দিচ্ছে,3
,parvez sikder,,আমরা আওয়ামী লীগ মুক্ত বাংলাদেশ চাই বাংলাদেশ আওয়ামী লীগ মুক্ত থাকলে বাংলাদেশ আস্তে-আস্তে সন্ত্রাসী মুক্ত হবে।,আমরা আওয়ামী লীগ মুক্ত বাংলাদেশ চাই বাংলাদেশ আওয়ামী লীগ মুক্ত থাকলে বাংলাদেশ আস্তে আস্তে সন্ত্রাসী মুক্ত হবে,3
,MD Samun,,জামাত ইসলামকে ক্ষমতায় দেখতে চাই কারণ দুই দলই আমরা দেখেছি একবার ইসলামিক দল দেখি দেশটা কোন দিকে যায়,জামাত ইসলামকে ক্ষমতায় দেখতে চাই কারণ দুই দলই আমরা দেখেছি একবার ইসলামিক দল দেখি দেশটা কোন দিকে যায়,3
,Md Masud Khan,,ইনশাআল্লাহ তারেক রহমান এর নেতৃত্বে নতুন বাংলাদেশ।,ইনশাআল্লাহ তারেক রহমান এর নেতৃত্বে নতুন বাংলাদেশ,3
,NADI SUGANDA,,আগে সংস্কার পরে নির্বাচন,আগে সংস্কার পরে নির্বাচন,3
,Mahiya Sultana,,আগে সংস্কার পরে নির্বাচন,আগে সংস্কার পরে নির্বাচন,3
,Mahmud Farabi 1.0,,বাংলাদেশ জাতীয়তাবাদ জিন্দাবাদ,বাংলাদেশ জাতীয়তাবাদ জিন্দাবাদ,3
,skmehedi hasan,,পাসপোর্ট হয়রানি বন্ধ করুন প্রবাসীদের সহজগিতা করুন,পাসপোর্ট হয়রানি বন্ধ করুন প্রবাসীদের সহজগিতা করুন,3
,Zahidur Rahman,,শেখ হাসিনার বিচার চাই,শেখ হাসিনার বিচার চাই,0
,Shohag Sordar,,জামাতে ইসলাম জিন্দাবাদ,জামাতে ইসলাম জিন্দাবাদ,3
,Dev Jubayer,,স্বৈরাচারের বিচার করা সবচে বড় সংস্কার।,স্বৈরাচারের বিচার করা সবচে বড় সংস্কার,0
,HABIBUR RHAMAN SANTO,,rig,rig,2
,Md. Mahabub Hossain,,ছাত্রদের রক্তের সাথে বেইমানি করলেন কিভাবে? তাদের পরামর্শ ছাড়া কিভাবে উপদেষ্টা নিয়োগ দিলেন?জবাব চাই।,ছাত্রদের রক্তের সাথে বেইমানি করলেন কিভাবে তাদের পরামর্শ ছাড়া কিভাবে উপদেষ্টা নিয়োগ দিলেন জবাব চাই,3
,Md. Firoz Kabir,,ও আজকে জামাতের ঈদের দিন,ও আজকে জামাতের ঈদের দিন,3
,shahel miah,,শিক্ষা সংস্কার কমিশন গঠন করা হোক,শিক্ষা সংস্কার কমিশন গঠন করা হোক,0
,Amin Ruhul,,ধন্যবাদ,ধন্যবাদ,2
,Hamid Sheikh,,এ সরকার পাঁচ বছর চায় বাংলাদেশের মানুষ,এ সরকার পাঁচ বছর চায় বাংলাদেশের মানুষ,3
,Colors_Of_Life,,কষাই ইউনুস,কষাই ইউনুস,2
,Posakmela Posak,,ইউনুস সরকারকে ১০ বছর চাই,ইউনুস সরকারকে ১০ বছর চাই,2
,M h Masum,,Faruqi poddottag korte hobe.,faruqi poddottag korte hobe,2
,DEADLOX FF 69,,বিএনপি দেশ নিয়ে গভীর ষড়যন্ত্র করছে ।,বিএনপি দেশ নিয়ে গভীর ষড়যন্ত্র করছে,3
,Mahmud Farabi 1.0,,ধানের শীষ,ধানের শীষ,3
,foyzunnoor,,শিক্ষা ও স্বাস্থ্যসেবা খাতের সংস্কার জরুরী,শিক্ষা ও স্বাস্থ্যসেবা খাতের সংস্কার জরুরী,3
,Md baker Ahmed,,আমার নির্বাচন ৩ বছর পড়ে হোক!,আমার নির্বাচন ৩ বছর পড়ে হোক,3
,Rowshan Ara,,অন্তর্বতী কালীন সরকারের মেয়াদ 5 বছর চাই,অন্তর্বতী কালীন সরকারের মেয়াদ 5 বছর চাই,3
,Mahmuda Ety,,যোগ্য উপদেষ্টা পরিষদ দেখতে চাই।,যোগ্য উপদেষ্টা পরিষদ দেখতে চাই,0
,RASEL,,500 tk 30minutes,500 tk 30minutes,2
,kamrul Hasan,,আপনি কমপক্ষে আরো ৫ বছর দেশ পরিচালনা করুন।,আপনি কমপক্ষে আরো ৫ বছর দেশ পরিচালনা করুন,2
,"Tajulখীলগাও,ঢাকা Islam",,জামাত ইসলামী জিন্দাবাদ,জামাত ইসলামী জিন্দাবাদ,3
,sazzad shawon,,"জয় বাংলা বলবে সারা বাংলায়,,,",জয় বাংলা বলবে সারা বাংলায়,4
,ReShMi,,right sir shonskar k pas katiye jawar kunu sujug neii,right sir shonskar k pas katiye jawar kunu sujug neii,2
,Hafiz Ullah,,আমি চাই আপনি বিদায় নিন জাতি কে মুক্তি দিন।,আমি চাই আপনি বিদায় নিন জাতি কে মুক্তি দিন,3
,Rony Fear,,v3,v3,2
,"Shakib,bd",,আগে দেশকে আমলাতন্ত্র মুক্ত করুন,আগে দেশকে আমলাতন্ত্র মুক্ত করুন,3
,Md nirob,,যশোর যশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোর,যশোর যশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোরযশোর,2
,Md Kawsar,,মিথ্যা মামলার ব্যাপারে আইন করতে হবে,মিথ্যা মামলার ব্যাপারে আইন করতে হবে,3
,forid hosen,,৫ আপনি থাকেন,৫ আপনি থাকেন,2
,Md. Jakirul Islam,,প্রবাসীদের কে সকল অসুবিধা ও কম করচে বিূেশ গমন চাই,প্রবাসীদের কে সকল অসুবিধা ও কম করচে বিূেশ গমন চাই,3
,Fazlul Haque,,"আসিফ নজরুল টিভির পর্দায় আয়েশা খুব সুন্দর কথা বলেন, কিন্তু অন্তরে ওনার ফ্যাসিবাদকে কায়েম করার জন্য চেষ্টা করে যাচ্ছে এখন পর্যন্ত ওনার অফিসে বঙ্গবন্ধুর ছবি মাথার উপর টানানো আছে",আসিফ নজরুল টিভির পর্দায় আয়েশা খুব সুন্দর কথা বলেন কিন্তু অন্তরে ওনার ফ্যাসিবাদকে কায়েম করার জন্য চেষ্টা করে যাচ্ছে এখন পর্যন্ত ওনার অফিসে বঙ্গবন্ধুর ছবি মাথার উপর টানানো আছে,3
,MD MONSUR AL,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,Ibrahim Munshi,,স্যার আপনি আরো পাচ বছর দেশ টা পরিচালনা করুন,স্যার আপনি আরো পাচ বছর দেশ টা পরিচালনা করুন,3
,Banishanta CC,,যারা সংখ্যালঘু দিয়ে আমাদেরকে চাপে রাখতে চায় সে দেশের সংখ্যালঘুদের অনেক অত্যাচার করা হচ্ছে আমাদের গণমাধ্যমে প্রচার করুন,যারা সংখ্যালঘু দিয়ে আমাদেরকে চাপে রাখতে চায় সে দেশের সংখ্যালঘুদের অনেক অত্যাচার করা হচ্ছে আমাদের গণমাধ্যমে প্রচার করুন,3
,sohel ahamed,,১ % নৌকারে পোদায় না,১ নৌকারে পোদায় না,3
,OT7 & ARMY,,R8,r8,2
,Md Almin,,আলহামদুলিল্লাহ সংবিধান সংশোধন,আলহামদুলিল্লাহ সংবিধান সংশোধন,1
,Md. Firoz Kabir,,ধানের শীষ ধানের শীষ,ধানের শীষ ধানের শীষ,3
,Rezaul Karim আশা করি ভালো খেলবো।ও পয়েন্ট পাবো তিন,,আগে সংস্কার পরে নির্বাচন।,আগে সংস্কার পরে নির্বাচন,3
,Md. Mijan,,ফারুকীকে এখনই বাদ দিন!,ফারুকীকে এখনই বাদ দিন,0
,shohel rana,,ধন্যবাদ ছার,ধন্যবাদ ছার,2
,Tahaelactrik 000,,সংস্কারের নামে আওয়ামী লীগ নিধন চলছে,সংস্কারের নামে আওয়ামী লীগ নিধন চলছে,3
,MD RUBEL,,অস্ত্র কোথায় এবং কি করলেন,অস্ত্র কোথায় এবং কি করলেন,3
,Md shohidul Islam,,সাংবাদিক ইলিয়াস হোসেন ভাইকে উপদেষ্টা বানানো হোক,সাংবাদিক ইলিয়াস হোসেন ভাইকে উপদেষ্টা বানানো হোক,0
,Md. Maruf,,জামাত শিবির মুক্ত বাংলাদেশ চাই,জামাত শিবির মুক্ত বাংলাদেশ চাই,3
,Md Almanun,,গার্মেন্টস শ্রমিকদের নিয়ে কথা বলেন,গার্মেন্টস শ্রমিকদের নিয়ে কথা বলেন,3
,Bd Solders,,নির্বাচন লাগবে না এভাবেই ঠিক আছে,নির্বাচন লাগবে না এভাবেই ঠিক আছে,3
,Hoor-A-Jannat Muna,,আগে সংস্কার পরে নির্বাচন।,আগে সংস্কার পরে নির্বাচন,3
,Md Hsn,,বাংলাদেশের ঠাই নাই,বাংলাদেশের ঠাই নাই,3
,Ayesha Nisa,,anopatik nirbacon cai,anopatik nirbacon cai,2
,md Arif shak,,"আগে দেশ সংস্কার করতে হবে তার পরে নির্বাচন,, আমরা এখোনো ফেসিবাদের কবল থেকে বাচতে পারি নাই",আগে দেশ সংস্কার করতে হবে তার পরে নির্বাচন আমরা এখোনো ফেসিবাদের কবল থেকে বাচতে পারি নাই,3
,Maha Akther,,চলিতেছে সার্কাস,চলিতেছে সার্কাস,3
,Tit for Tat,,A talented hero of our country.,a talented hero of our country,2
,Rasheda Chawdhury,,please follow pinaki dad's advice for every areas modification,please follow pinaki dad s advice for every areas modification,2
,Multimedia Tutorials,,কসাই ইউনূস,কসাই ইউনূস,2
,jahangir Khan,,আমি এমপি হবে,আমি এমপি হবে,2
,Mustafiz Azad,,"মুক্তিযুদ্ধের অমিয় স্লোগান ""জয় বাংলা "" যথাতথা ব্যবহার নিয়ন্ত্রণ করতে হবে। স্বৈরাচারীরা মুক্তিযুদ্ধের অমূল্য স্লোগানটিকে দলীয় স্লোগান বানিয়ে নিয়েছে তার উপর নিষেধাজ্ঞা আরোপ করা হোক",মুক্তিযুদ্ধের অমিয় স্লোগান জয় বাংলা যথাতথা ব্যবহার নিয়ন্ত্রণ করতে হবে স্বৈরাচারীরা মুক্তিযুদ্ধের অমূল্য স্লোগানটিকে দলীয় স্লোগান বানিয়ে নিয়েছে তার উপর নিষেধাজ্ঞা আরোপ করা হোক,3
,Ashraful Islam Bappy,,right,right,2
,Habibur Rahman,,দুর্নীতির সাথে যারাই যুক্ত তাদেরকে নির্বাচনে অযোগ্য ঘোষণা করতে হবে,দুর্নীতির সাথে যারাই যুক্ত তাদেরকে নির্বাচনে অযোগ্য ঘোষণা করতে হবে,3
,Saiful Khan,,আগে দেশ সংস্কার পরে নির্বাচন,আগে দেশ সংস্কার পরে নির্বাচন,3
,Tahmid,,এমন নিরপেক্ষ সরকারই তো আমরা চেয়েছিলাম,এমন নিরপেক্ষ সরকারই তো আমরা চেয়েছিলাম,3
,Md নয়াব,,আপনারা ব্যাথৃ,আপনারা ব্যাথৃ,3
,Moynul Islam,,আসিফ মাহাতাব পিনাকী ভট্টাচার্য ইলিয়াস ভাই এদেরকে উপদেষ্টা হিসেবে বানানো হোক।,আসিফ মাহাতাব পিনাকী ভট্টাচার্য ইলিয়াস ভাই এদেরকে উপদেষ্টা হিসেবে বানানো হোক,0
,Dada Vai,,৭১ এর চেতনায় দেশ ফিরে আসুক।,৭১ এর চেতনায় দেশ ফিরে আসুক,0
,Gf Fg,,"নির্বাচন খুব জরুরী বিষয় না , এদেশে ইসলাম প্রতিষ্ঠা করতে হবে ইনশাআল্লাহ আপনার কাছে বিষ পাবেন অনুরোধ সকল স্কুলের ইসলামিক শিক্ষা বই দেওয়ার জন্য ও একজন ধর্মীয় শিক্ষক দেওয়ার জন্য",নির্বাচন খুব জরুরী বিষয় না এদেশে ইসলাম প্রতিষ্ঠা করতে হবে ইনশাআল্লাহ আপনার কাছে বিষ পাবেন অনুরোধ সকল স্কুলের ইসলামিক শিক্ষা বই দেওয়ার জন্য ও একজন ধর্মীয় শিক্ষক দেওয়ার জন্য,3
,Md. Firoz Kabir,,বিএনপি বিএনপি,বিএনপি বিএনপি,2
,COPPY,,satroshibir,satroshibir,2
,Tashin Tech,,দরকার নাই এখন নির্বাচনের,দরকার নাই এখন নির্বাচনের,3
,Nahar akter,,ধন্যবাদ,ধন্যবাদ,2
,আব্দুস সালাম রছুল্লাবাদী,,আজ পৌরসভা নাগরিক সনদ আনতে গিয়ে হয়রানির শিকার হয়েছি,আজ পৌরসভা নাগরিক সনদ আনতে গিয়ে হয়রানির শিকার হয়েছি,3
,Sakibul Islam,,নির্বাচন চাই,নির্বাচন চাই,0
,Md. Sakib,,নির্বাচন দিয়ে কচু করবো,নির্বাচন দিয়ে কচু করবো,3
,Md.saifur Rahman,,ইউনূস স্যার দেশে থাকলে দেশ অনেক এগিয়ে যাবে,ইউনূস স্যার দেশে থাকলে দেশ অনেক এগিয়ে যাবে,3
,md hasan,,boycott faruki,boycott faruki,2
,MSR,,দ্রব্য মূল্যের দাম কমান,দ্রব্য মূল্যের দাম কমান,3
,Mamun Abdullah,,২০২৯ সালের মধ্যে নির্বাচন চাই,২০২৯ সালের মধ্যে নির্বাচন চাই,0
,ঘড়ির হাট,,"কোন রকম কম্প্রোমাইজ নয়,আপনি দেশের জন্য কি করেছেন এই ৩ মাসে?",কোন রকম কম্প্রোমাইজ নয় আপনি দেশের জন্য কি করেছেন এই ৩ মাসে,3
,Md Almanun,,তারা খুবই অসহায়,তারা খুবই অসহায়,3
,Alom Electronics,,আগে সংস্কার পরে নির্বাচন আগে সংস্কার পরে নির্বাচন আগে সংস্কার পরে রাজনিত,আগে সংস্কার পরে নির্বাচন আগে সংস্কার পরে নির্বাচন আগে সংস্কার পরে রাজনিত,3
,Mind Content,,আগে সংস্কার পরে নির্বাচন,আগে সংস্কার পরে নির্বাচন,3
,Md Najrul islam,,আগে রাষ্ট্র সংসার চাই পরে নির্বাচন চিন্তা করা জাবে,আগে রাষ্ট্র সংসার চাই পরে নির্বাচন চিন্তা করা জাবে,0
,Md Mahmood Hasan,,যে রেমিট্যান্স যোদ্ধাদের জন্য আমরা এই বাংলাদেশ সাধিন করতে পেরেছি। তারা এখনো অনেক কষ্টে আছে মালেশিয়া তে। আবার অনেকে নিসসো হয়ে বাংলাদেশে চলে আসছে। যে প্রতারক এজেন্সি,যে রেমিট্যান্স যোদ্ধাদের জন্য আমরা এই বাংলাদেশ সাধিন করতে পেরেছি তারা এখনো অনেক কষ্টে আছে মালেশিয়া তে আবার অনেকে নিসসো হয়ে বাংলাদেশে চলে আসছে যে প্রতারক এজেন্সি,3
,Posakmela Posak,,যোগ্য উপদেষ্টা দেখতে চাই,যোগ্য উপদেষ্টা দেখতে চাই,0
,Shah Alam,,আগামী এক বছরের মধ্যে নির্বাচন,আগামী এক বছরের মধ্যে নির্বাচন,3
,Md Zonaad Hossan Zahed,,Habbe Sondor boktobbo,habbe sondor boktobbo,2
,Mr Green,,নির্বাচন চাই,নির্বাচন চাই,0
,MD Samun,,স্বৈরাচারীর দোসরা যারা পালিয়ে আছে এখনো আত্মগোপনে আছে। দ্রুত তাদেরকে গ্রেপ্তার করা হোক,স্বৈরাচারীর দোসরা যারা পালিয়ে আছে এখনো আত্মগোপনে আছে দ্রুত তাদেরকে গ্রেপ্তার করা হোক,3
,abdul salam,,এখন আমরা কোনো নির্বাচন চাই না... আর সব অপরাধির বিচার হোক সবার সামনে...দয়া করে বিএমপি বেশি বারা বারি না করে,এখন আমরা কোনো নির্বাচন চাই না আর সব অপরাধির বিচার হোক সবার সামনে দয়া করে বিএমপি বেশি বারা বারি না করে,0
,Mohamed Chinu,,dirgo meyadi shonskar cai,dirgo meyadi shonskar cai,2
